ID,Total_Suspension
3910029,44
3904363,39
3904464,246
2611640,373
3904923,92
3904814,29
3905045,152
2622410,107
3904745,29
2630660,33
2618990,331
2620850,399
2612930,137
2623040,32
3904436,33
3904709,25
2600217,269
3904682,48
3904439,189
2603870,131
3904942,27
2622320,155
3905030,23
3904520,2
3904426,1802
3910006,29
2614730,219
3904533,26
3904736,1417
2606840,16
2613090,42
3904848,56
2619800,75
3904628,25
3904987,53
3904873,202
2622350,68
3904804,220
2617640,18
3904931,1
2625740,407
2631380,167
3904875,277
3904769,53
2632670,225
3905002,17
3904893,7
3904454,150
2621180,187
2626040,28
3904913,73
2626760,414
3904428,5
3904609,117
3904507,633
2619830,119
3900094,57
2624570,88
3904738,103
3904623,43
3904401,299
2608040,100
3904423,120
3904633,80
2614820,253
2614250,105
3904885,46
3904844,50
3904730,86
2619100,254
3904862,20
2607590,160
2613500,102
3904588,106
2617970,139
2605430,89
3900001,65
3904487,121
2618600,85
5500900,9
5506090,29
5515780,551
5511370,11
5501080,53
5514520,1
5511100,59
5514970,8
5505940,147
5510470,62
5509870,9
5501680,2
5508760,12
5504200,3
5500450,24
5500750,54
5514580,7
5511160,34
5507770,22
5513950,42
5516230,42
5512690,7
5513170,233
5504830,86
5501500,13
5514340,3
5510980,18
5507590,40
5509780,13
5506270,65
5502640,9
5505820,1626
5509030,294
5509960,37
5512780,1
5509570,63
5500540,110
5508250,1
5504680,250
5500990,16
5515960,54
5513050,45
5504740,10
5508880,44
5504080,9
5500360,62
5501050,1142
5515750,263
5511070,8
5501110,1
5516350,19
5513650,202
5515060,0
5511970,5
5504960,18
5515810,46
5503240,3
5507500,6
5510500,6
5506960,6
5506660,8
5501890,16
5500016,5
5502760,7
5515660,25
5512180,0
5508940,28
5516020,2
5508160,24
5510950,0
5513230,18
5509900,0
5512960,52
5501470,18
5504650,7
5509130,82
5507410,27
5500510,0
5503660,12
5500120,1
5500030,13
5502670,18
5500058,39
5513800,14
5517070,219
5509210,135
5505730,1
5502040,19
5515720,33
5512240,13
5501170,3
5511010,93
5510620,100
5502520,13
5506630,77
5509060,30
5505520,8
5502100,2
5501590,5
5515930,13
5500060,101
5503210,67
5514430,24
5501830,15
5501350,14
5515990,182
5515330,147
5511940,111
5508910,48
5506690,96
5507290,109
5504110,47
5502160,29
5500036,0
5502580,0
5512000,66
5516410,12
5515840,50
5509720,1
5517040,41
5513500,12
5501140,25
5512210,3
5505370,0
5503640,152
5506600,60
5502880,10
5514010,29
5501230,0
5501740,24
5508610,130
5511220,31
5511820,16
5510060,99
5513830,5
5514130,39
5505220,3
5506060,11
5502460,53
5515210,9
5516290,198
5502970,33
5516620,57
5513140,9
5505910,43
5512360,2952
5509070,33
5503810,6
5500210,20
5507710,27
5500061,63
5514490,100
5502820,7
5507050,34
5503510,50
5513710,0
5507320,2249
5508790,39
5509510,101
5516860,4
5507620,26
5504230,36
5506030,72
5510560,18
5514250,12
5505160,78
5513020,16
5509750,23
5515870,45
5504440,32
5513100,12
5509810,83
5502910,99
5512810,30
5509600,14029
5516740,3
5504290,78
5511850,27
5510860,7
5507470,82
5516830,0
5513410,42
5509090,70
5505250,13
5512150,0
5504350,4
5500390,342
5503270,7
5507530,431
5517190,23
5513680,9
5514160,53
5500074,80
5500240,7
5503090,1
5510530,7
5507020,553
5514220,37
5501920,3
5500017,0
5506140,1
5510590,44
5504020,55
5500300,52
5504890,8
5516470,1
5516710,4
5512060,107
5508820,124
5510830,306
5502130,10
5500035,0
5517100,22
5504500,6
5503690,56
5514640,420
5514940,34
5509840,83
5512660,28
5508340,36
5500870,36
5500420,18
5504590,6
5504320,18
5509690,13
5502550,215
5504380,0
5500720,8
5503860,8
5514550,136
5515360,15
5514850,7
5510320,238
5510740,24
5502610,9
5511190,727
5514040,111
5515120,9
5509990,21
5506570,12
5502430,8
5516260,60
5512720,75
5516680,77
5500330,0
5514910,58
5508220,17
5506300,0
5517130,1
5513620,124
5512330,36
5516320,59
5508700,62
5508850,30
5511640,91
5500570,2
5504050,203
5514670,181
5511310,8
5505610,26
5509660,4
5500630,15
5508520,1301
5506450,6
5502730,11
5508190,24
5511730,8
5507380,48
5510920,31
5506540,30
5505670,28
5507860,1
5507440,26
5513260,122
5506000,78
5515900,197
5512450,10
5503180,91
5506420,0
5500810,203
5508670,2
5511610,0
5507260,28
5511130,22
5512120,3
5510890,140
5511350,15
5513470,0
5510170,35
5500270,24
5500960,234
5507560,3
5504170,9
5503060,119
5516440,21
5514610,44
5506810,0
5501770,39
5513530,83
5516500,4
5509000,5
5508640,26
5510380,15
5510140,24
5504920,16
5501260,62
5515540,4
5512090,3
1742180,88
1728980,0
1719970,73
1700030,0
1733990,15
1732160,31
1700206,7
1736750,143
1708500,16
1726550,28
1731230,3385
1701418,16
1730810,617
1727540,8
1700166,268
1716020,12
1719660,77
1721390,88
1716920,0
1713660,6
1722980,4
1711850,2275
1739960,250
1712330,208
1716380,25
1708340,145
1712700,146
1703930,3
1717370,5
1712030,0
1721030,0
1725620,13
1730160,48
1733210,203
1732670,2
1705310,59
1733810,0
1700080,0
1725110,23
1700032,0
1700110,225
1722530,15
1727710,102
1731740,429
1724940,3
1706600,9
1711880,19
1715900,567
1743962,34
1714460,67
1719500,22
1723920,92
1724600,158
1710340,1
1738130,32
1711400,14
1743110,14
1728700,39
1700203,16
1741580,22
1704680,1268
1720580,527
1725020,337
1726430,29
1725690,16
1728140,19
1700227,0
1728890,0
1732830,15
1715420,101
1724720,97
1729190,36
1700044,44
1703870,59
1736960,0
1708730,15
1741250,1043
1708220,5
1711980,4
1712480,7
1721630,6
1712810,25
1709990,28
1713970,69
1718990,35
1705220,39
1706450,0
1710440,40
1743800,10
1709270,0
1730570,15
1721680,4
1726310,25
1731020,4
1708460,7
1722020,67
1720170,24
1715780,7
1712000,409
1739480,6
1711350,107
1716050,6
1736600,31
1704560,5
1709600,140
1713710,1360
1700190,15
1703750,12
1740070,507
1735460,0
1711790,1701
1739120,24
1711010,19
1716350,37
1700004,9
1723850,6
1700031,0
1732960,17
1710790,73
1715490,43
1724870,4
1720380,10
1739420,9
1740500,16
1712450,78
1740080,6
1712960,16
1729760,43
1730450,382
1700109,0
1734140,2
1705640,604
1741820,0
1742600,0
1723460,0
1742310,99
1715400,65
1743960,0
1706540,411
1722620,0
1713770,26
1723070,99
1718810,62
1736900,52
1730220,19
1733950,27
1706750,39
1700112,41
1707170,22
1735310,18
1739030,4
1719960,13
1719260,12
1725000,67
1700029,0
1704050,35
1732100,3
1704710,629
1736720,0
1716860,0
1717520,35
1721870,36
1735010,104
1710410,10
1709540,4
1737490,20
1700074,0
1737350,9
1738700,47
1704140,45
1740470,44
1713370,1
1700123,35
1739510,1
1707830,23
1724780,37
1725500,0
1700113,12
1731710,21
1700191,159
1727610,51
1717040,90
1721450,8
1731290,6
1708970,2
1734100,103
1701395,12
1731050,8
1730600,4
1734320,5
1700320,89
1710470,33
1705910,2
1710980,9
1735220,3
1740320,0
1735970,24
1720490,57
1730200,2
1733930,31
1707440,3
1716410,27
1712420,374
1700006,18
1700310,50
1733000,535
1703810,4
1735640,16
1713500,4
1705820,5
1738970,1377
1701403,70
1730270,448
1734410,310
1701416,3
1741690,356
1737230,16
1706000,31
1725290,45
1718200,14
1721900,60
1713560,78
1741980,35
1705050,4
1726760,0
1722130,29
1727390,0
1724750,18
1700010,76
1724060,45
1703900,0
1704440,8
1713170,85
1700165,15
1726800,31
1700114,12
1725050,69
1720610,419
1730300,10
1725590,0
1721000,155
1713410,4
1741520,330
1742210,9
1712060,22
1704170,215
1708550,607
1708130,42
1720760,202
1730420,114
1725920,16
1729010,30
1700326,13
1733420,486
1730060,0
1700321,11
1726400,322
1717730,41
1721600,4
1726710,5
1738940,312
1743330,95
1734540,15
1719200,29
1719830,25
1724270,4
1736090,11
1740350,20
1703480,0
1700194,14
1700213,0
1732970,0
1742990,6
1706060,47
1715450,4
1728530,85
1723970,71
1700041,9
1724390,18
1733380,25
1700324,26
1709930,16769
1737170,101
1713320,2033
1731770,57
1712510,2
1703840,39
1718570,18
1714350,3
1723730,15
1710740,60
1737980,2
1706090,32
1718270,100
1736570,12
1700314,5
1700175,2
1708280,42
1713140,4
1734260,17
1730540,9
1739090,6
1706480,382
1732910,354
1736810,35
1710200,110
1727300,2
1700126,28
1707950,9
1710800,40
1706930,82
1711370,204
1734740,64
1724090,174
1727960,3
1715100,16
1742790,18
1714430,0
1707980,1
1712120,0
1716830,153
1700059,0
1734350,6
1730630,26
1720880,30
1713860,9
1705430,14
1700330,5
1705760,296
1706270,50
1741070,22
1714100,75
1718420,63
1738220,0
1706420,683
1715750,4
1730750,24
1739450,30
1703150,0
1742450,0
1710650,297
1709960,15
1727210,3
1722710,0
1723090,0
1709420,359
1718480,13
1714220,56
1731410,0
1708040,1870
1708430,11
1728620,408
1700045,22
1700319,97
1713590,21
1718510,50
1732850,13
1700001,20
1735370,24
1707290,7
1700077,21
1730780,7
1706120,85
1722800,2
1727340,85
1723200,5
1703300,17
1716680,33
1721750,0
1736300,53
1737680,43
1706510,53
1730840,16
1700125,7
1734510,5465
1704920,107
1705610,214
1741790,7
1730660,0
1726880,855
1700119,6
1700182,19
1715880,4
1720220,7
1720550,27
1725680,4
1716800,0
1700023,0
1733870,3
1701387,15
1704620,8
1740830,23
1703990,16
1704260,8
1700005,25
1732370,72
1711250,539
1720280,0
1715930,5
1733690,22
1700312,0
1710380,9
1717800,60
1722150,60
1713530,284
1718450,167
1713920,0
1718240,452
1723100,11
1736450,5
1708250,50
1717280,306
1719290,10
1724420,1
1715480,8
1743020,5
1704470,14
1700105,11
1712540,8
1717850,1
1743860,229
1712210,0
1714050,0
1723250,4
1731920,43
1735940,27
1716080,128
1720430,113
1729250,24
1700222,13
1729040,13
1720180,37
1712720,118
1713240,0
1739390,2
1701413,218
1718840,14
1710530,20
1742630,30
1710820,165
1717790,0
1727990,0
1743380,1
1707050,385
1721270,0
1734990,262
1724330,6
1714550,5
1724000,0
1736480,23
1700195,11
1723640,17
1740140,27
1736180,53
1713290,70
1737590,0
1729890,2
1728920,4
1731500,46
1703600,565
1716950,48
1734440,15
1738760,0
1737080,2400
1709100,4
1726370,12
1731080,83
1742840,11
1738460,41
1739600,2
1724480,43
1710240,7
1743050,19
1707650,24
1735610,0
1719530,57
1700332,6
1721180,9
1710290,0
1738490,13
1710570,0
1708400,229
1741550,159
1741190,92
1709400,6
1700092,29
1734230,18
1705790,544
1715700,1
1727450,8
1708010,33
1712760,21
1708640,54
1713050,0
1802610,14
1809810,27
1806080,9
1811460,97
1803940,403
1802880,1380
1806900,88
1807440,198
1803240,20
1801020,291
1802440,15
1805520,26
1800390,54
1807560,136
1803300,167
1803780,69
1807950,36
1810920,91
1808160,51
1811610,18
1804050,85
1812900,64
1809060,97
1802970,134
1807620,54
1802700,0
1806630,29
1810640,6
1800480,59
1803030,0
1807680,60
1803480,96
1802400,358
1806840,597
1810680,27
1800750,12
1812450,251
1808900,22
1813230,125
1800330,0
1800630,124
1802040,63
1805700,6
1804980,119
1804500,30
1813050,127
1809150,677
1802640,535
1800420,101
1805460,480
1804590,317
1808820,1063
1808970,405
1811250,633
1803120,2
1803630,48
1802460,54
1810450,99
1802910,345
1811370,85
1809360,50
1813200,416
1812420,510
1800150,1202
1801890,45
1802490,260
1806270,19
1810080,174
1802850,918
1803700,90
1803210,44
1802550,105
1807140,155
1810530,26
1803000,79
1809420,43
1800093,20
1801560,24
1802280,93
1805790,199
1807230,96
1806510,254
1808100,83
1812180,14
1807900,63
1811220,0
1807770,91
1803990,71
1803660,217
1811970,160
1806120,252
1809990,0
1812390,301
1800240,111
1800690,151
1807110,94
1811340,312
1807860,128
1801050,73
1804710,376
1805550,107
1811400,48
1810870,16
1812120,160
1804470,0
1805370,428
1812990,49
1800060,9
1801710,83
1806090,118
1809510,916
1810170,8
1808250,351
1803060,8
1807260,175
1810900,18
1813110,1
1809300,1
1807320,1659
1808120,11
1810950,79
1808010,17
1812090,176
1812880,113
1802800,105
1807350,129
1810650,260
1810800,182
1810470,5
1800720,7
1807410,1546
1811190,55
1808190,15
1810860,0
1807650,216
1804140,40
1806060,16
1805400,669
1803510,309
1810560,17
1804560,117
1805450,287
1800030,200
1804170,490
1808280,101
1804260,42
1805190,173
1809000,46
1808130,100
1808760,441
1812360,886
1810440,200
1802660,98
1806600,192
1803870,1543
1805280,93
1804320,2388
1803690,338
1801440,146
1806030,246
1801770,70
1806240,72
1810020,59
1810140,76
1806390,432
1810500,1
1805670,1009
1801920,130
1800006,0
1802430,4
1806870,108
1807920,113
1812720,708
1803960,85
1811430,22
1800008,8
1803270,1287
1801290,17
1805880,10
1807980,33
1812240,179
1806570,1551
1810260,2
1804080,87
1800450,22
1803150,33
1807830,102
1811580,3
1809120,19
1805340,78
1805910,29
1811700,21
1806660,66
1809750,150
1800570,124
1808910,550
1801060,48
1803930,626
1800270,312
1804350,101
1809180,34
1801590,54
1809480,212
1812810,1474
1809600,8
1800120,89
1813080,81
1802940,15
1807290,109
1803090,32
1808340,61
1802220,35
1810350,23
1809370,178
1811100,59
1800118,35
1802830,40
1804110,362
1808220,153
1810710,133
1801200,104
1800360,504
1800840,132
1803750,476
1800960,179
1808310,42
1812870,25
1809630,42
1810590,77
1804620,365
1808850,140
1803840,31
1803450,511
1809690,1327
1810290,4502
1810360,73
1806480,24
1804770,6297
1805580,309
1812150,26
1927500,21
1918960,3
1920040,19
1926070,37
1908730,2
1926910,18
1928020,2
1904860,240
1920940,53
1906060,22
1931110,14
1922110,566
1906810,86
1915330,1
1908310,41
1907050,47
1913470,2
1903390,14
1912510,8
1914700,280
1927960,4
1919440,14
1907980,39
1916320,3
1900022,8
1908940,1
1907170,6
1906540,1111
1913660,13
1900040,15
1903220,0
1900024,3
1918120,8
1926820,275
1925920,1
1911340,54
1903360,15
1908220,819
1907410,44
1909120,14
1916530,15
1915750,1
1925980,11
1931080,19
1913110,6
1919140,1
1927600,3
1926730,37
1923160,5
1921870,162
1930630,30
1931290,2
1999017,12
1906510,65
1914730,10
1931350,18
1905940,2
1911070,36
1904200,3
1920250,19
1905070,34
1903150,28
1908970,1703
1903750,3
1930780,47
1927270,5
1900006,24
1908610,20
1932010,16
1914880,5
1907350,9
1925200,3
1928680,85
1930510,184
1911790,19
1903300,4
1909480,486
1906750,67
1914580,46
1921840,0
1900021,5
1911850,77
1920760,5
1920130,133
1916680,150
1915450,221
1929010,8
1920190,6
1910410,5
1926370,6
1918510,37
1909600,8
1903540,48
1911250,8
1910050,4
1927390,24
1918840,5
1928230,2
1904830,13
1910950,4
1913350,3
1918180,2
1910110,8
1918690,59
1914010,6
1906660,13
1915210,35
1931860,35
1900015,11
1905790,381
1914280,12
1906780,8
1904680,0
1913290,1
1930990,64
1930720,0
1907590,25
1917100,26
1922440,18
1914370,61
1906900,26
1909990,9
1917250,12
1919590,3
1926400,394
1918030,11
1904440,13
1912810,5
1920580,1
1907380,5
1923110,77
1903060,6
1908910,35
1917820,18
1905750,24
1913200,54
1930930,222
1925590,7
1912690,56
1905130,34
1913230,12
1919860,0
1921630,29
1912330,11
1931020,8
1919650,12
1920340,8
1929310,18
1922470,15
1906930,14
1907620,8
1912480,4
1930540,11
1903570,70
1906240,47
1914640,65
1922530,44
1921240,65
1927000,20
1907080,75
1924870,1
1916110,3
1903690,107
1911820,263
1929730,19
1921660,7
1923190,9
1926790,0
1918480,10
1927870,33
1903270,38
1918930,9
1919890,52
1918540,0
1926850,3
1927990,6
1929580,34
1907860,205
1926580,3
1925320,96
1918720,136
1915840,30
1914160,5
1906270,77
1913500,3
1906330,24
1920820,2
1930240,50
1931950,2
1905430,3
1930750,8
1903930,27
1917220,233
1908580,2173
1920910,8
1900025,17
1906960,2
1907710,479
1908520,49
1900027,13
1904950,39
1920610,195
1930900,7
1918780,131
1929760,0
1900023,0
1912230,1
1930480,1442
1915630,117
1924000,8
2709440,17
2700115,60
2700420,37
2711250,173
2730870,57
2732820,33
2700006,9
2712270,238
2717250,4
2731780,820
2732880,155
2700008,51
2705660,0
2730090,38
2700019,9
2700358,7
2725080,24
2742720,242
2700128,40
2700240,77
2714970,63
2706240,299
2731800,421
2700013,1
2791443,14
2728200,38
2711085,1
2722920,30
2703060,61
2711760,185
2712580,22
2744070,107
2742160,109
2700104,16
2732250,1
2708100,139
2708910,104
2718570,9
2733840,4802
2700026,50
2700382,0
2705460,81
2707200,124
2700294,6
2725050,70
2713530,130
2733600,18
2718960,13
2700341,0
2703870,20
2723820,105
2741910,20
2700107,0
2703570,0
2716980,13
2732520,14
2725200,780
2728950,36
2742780,7
2718780,224
2718330,0
2733000,138
2700073,0
2700130,28
2700125,0
2740740,27
2700086,6
2700231,14
2717780,109
2700379,17
2708190,83
2732070,38
2700014,1
2700182,7
2707410,168
2718940,21
2710260,16
2721420,56
2700025,20
2708220,27
2707290,667
2700106,5
2700288,177
2703180,1443
2707350,10
2700224,10
2718660,51
2704050,19
2714280,0
2709510,240
2719170,17
2711040,356
2723430,51
2712420,290
2733780,0
2700102,8
2721320,1
2728050,168
2702760,22
2710170,51
2714070,37
2720670,37
2711010,4
2700287,19
2715510,5
2730060,98
2732390,485
2791447,0
2728320,0
2733330,287
2702970,306
2714260,114
2728380,31
2745735,11
2728140,2
2700318,0
2722950,8
2723850,427
2742120,39
2710140,71
2738160,14
2741040,5
2712240,74
2702730,0
2713170,204
2711670,80
2710230,30
2721390,43
2733270,321
2733790,33
2720550,13
2717100,4
2738850,10
2733540,82
2741460,54
2732430,113
2733810,356
2700043,0
2713920,0
2723580,1
2730030,32
2710060,5
2733870,27
2713110,3
2700424,0
2702930,6
2740665,17
2711880,34
2721480,32
2702720,2
2712210,9
2714010,9
2711520,0
2707380,7
2718750,24
2738190,168
2700055,0
2709720,33
2705790,181
2730480,234
2728290,0
2711820,119
2706090,40
2718210,13
2700017,56
2723550,9
2744160,79
2700021,34
2700045,1
2731750,338
2700327,0
2705730,19
2700100,19
2711370,231
2721240,4869
2791353,19
2700123,25
2700284,8
2700108,38
2711130,13
2723910,9
2723310,24
2723490,43
2718070,20
2730510,479
2703150,29
2728080,71
2704470,8
2700063,0
2700099,43
2714220,96
2728350,55
2718240,39
2703450,335
2713980,43
2713560,2
2723400,21
2741880,35
2704440,191
2713140,6
2723880,36
2733420,10
2700091,6
2720580,10
2711190,1
2700362,6
2715030,311
2709420,83
2733510,569
2741850,15
2700315,0
2707590,13
2709480,38
2715750,27
2702264,29
2733900,14
2742360,327
2713680,0
2700022,4
2708070,288
2728230,18
2742270,163
2732700,8
2700054,9
2791455,4
2728970,22
3800054,0
3818850,13
3819880,79
3813760,13
3803200,0
3804090,8
3812540,0
3819020,43
3808060,17
3800041,1
3800014,186
3800032,6
3806090,3
3800038,22
3811820,47
3800397,10
3800058,1
3800044,8
3802530,83
3811430,0
3800048,3
3808130,112
3800061,2
3800047,2
3809570,0
3812020,0
3813920,163
3812930,5
3805040,59
3813030,238
3819410,148
3806780,142
3800021,32
3805460,46
